shipment_id,origin,destination,distance_km,cost
42350,India,China,1168,678
42351,India,China,3839,3263
42352,China,Germany,6851,3037
42353,India,USA,2728,3385
42354,USA,India,4454,432
42355,India,India,7683,292
42356,China,China,7992,1494
42357,USA,USA,3390,4681
42358,China,India,6369,4438
42359,China,India,6676,119
42360,India,India,4196,2185
42361,India,Germany,87,2373
42362,USA,USA,4846,421
42363,China,India,9869,3041
42364,Germany,India,5194,665
42365,India,India,3100,1119
42366,China,Germany,9025,2089
42367,China,India,4504,546
42368,USA,Germany,3380,1029
42369,China,USA,7290,2814
42370,USA,India,7091,747
42371,India,USA,7624,1824
42372,India,India,5483,3952
42373,China,USA,7216,1911
42374,India,USA,5509,1329
42375,China,USA,9800,4588
42376,China,China,7334,1082
42377,Germany,Germany,6336,2558
42378,Germany,China,8364,585
42379,USA,Germany,8728,428
42380,India,China,1274,558
42381,India,Germany,7352,3224
42382,Germany,USA,2495,4721
42383,Germany,India,6196,1545
42384,Germany,China,5601,2680
42385,India,China,6793,784
42386,Germany,India,3722,138
42387,India,China,5655,1991
42388,Germany,Germany,7591,4318
42389,India,USA,3184,2307
42390,China,USA,9213,3878
42391,India,India,5097,1599
42392,India,Germany,3656,4321
42393,India,USA,9480,4334
42394,Germany,China,5068,549
42395,USA,Germany,9261,4989
42396,India,India,5133,557
42397,India,China,7102,3515
42398,Germany,Germany,7332,4804
42399,China,India,7844,1670
42400,USA,China,8709,4819
42401,China,USA,2199,4117
42402,China,Germany,5093,4578
42403,Germany,China,8081,1694
42404,Germany,Germany,5421,1135
42405,China,USA,9126,320
42406,USA,USA,5459,4706
42407,China,USA,1948,2402
42408,Germany,USA,883,3272
42409,China,China,9110,2349
42410,China,China,8618,1370
42411,USA,China,8757,1274
42412,India,Germany,6014,1487
42413,China,Germany,6300,4730
42414,India,India,8550,3160
42415,USA,India,2552,2168
42416,India,China,9007,3588
42417,China,India,8833,3750
42418,Germany,USA,3036,3390
42419,Germany,Germany,8543,2081
42420,India,China,5039,4774
42421,India,Germany,1689,3017
42422,USA,USA,2253,3520
42423,Germany,India,2397,4440
42424,China,Germany,4395,836
42425,Germany,India,5512,1800
42426,USA,China,8040,1613
42427,China,USA,6679,4721
42428,Germany,India,6892,4916
42429,USA,India,2995,4481
42430,India,USA,3149,3997
42431,China,USA,3465,2433
42432,China,Germany,5777,1065
42433,India,USA,567,2453
42434,China,Germany,9860,3167
42435,India,USA,3179,4783
42436,China,USA,9354,2216
42437,USA,USA,8455,2409
42438,India,Germany,1927,728
42439,India,India,481,1408
42440,China,China,2570,4660
42441,China,China,6920,4424
42442,China,China,7529,4186
42443,China,China,6882,1436
42444,China,China,5817,1788
42445,USA,Germany,7963,189
42446,Germany,India,1304,3115
42447,India,USA,2102,4622
42448,Germany,Germany,5112,1033
42449,India,USA,8493,2897
42450,India,Germany,2697,2809
42451,China,China,4630,3938
42452,India,Germany,4522,136
42453,China,Germany,7521,3553
42454,Germany,USA,8211,3365
42455,China,Germany,5656,4347
42456,China,Germany,7782,907
42457,Germany,USA,6627,3886
42458,USA,India,8145,1258
42459,USA,Germany,5396,404
42460,China,India,9953,1412
42461,Germany,Germany,9297,1453
42462,India,Germany,4352,4475
42463,China,USA,4570,3418
42464,Germany,USA,8852,121
42465,China,Germany,3628,1371
42466,India,Germany,5891,3477
42467,USA,China,1929,3113
42468,USA,India,5089,573
42469,China,China,7369,2398
42470,India,India,5807,2364
42471,India,Germany,1386,3606
42472,China,USA,2276,4267
42473,Germany,China,2404,2961
42474,China,India,2912,3065
42475,USA,Germany,348,220
42476,China,Germany,9660,3436
42477,China,India,7456,2160
42478,India,USA,9432,4208
42479,USA,India,6053,4810
42480,USA,USA,1606,816
42481,India,Germany,5575,2979
42482,USA,India,3604,4578
42483,India,China,9599,4128
42484,China,USA,55,703
42485,Germany,Germany,5483,970
42486,Germany,India,1178,2815
42487,USA,USA,3591,1111
42488,India,Germany,7578,3287
42489,Germany,India,319,1163
42490,USA,China,1473,4097
42491,China,USA,2665,4672
42492,Germany,China,6073,3941
42493,USA,India,2118,3554
42494,India,Germany,7598,2067
42495,India,China,8694,4544
42496,India,India,5311,1528
42497,Germany,India,8061,1195
42498,Germany,China,3841,292
42499,India,Germany,4245,1198
42500,USA,China,3534,4874
42501,USA,Germany,8365,3318
42502,China,USA,3112,2404
42503,India,USA,7678,2014
42504,USA,Germany,6461,801
42505,China,USA,4855,4673
42506,China,India,3025,3034
42507,India,India,1395,3086
42508,Germany,India,9687,1652
42509,India,India,2115,4198
42510,China,China,6419,1430
42511,India,China,5436,1282
42512,USA,China,650,1762
42513,Germany,China,7337,3163
42514,India,USA,4638,4783
42515,USA,China,3580,2291
42516,India,Germany,1397,993
42517,China,USA,1223,319
42518,India,Germany,7772,126
42519,USA,USA,6211,1587
42520,USA,USA,4022,740
42521,Germany,USA,9922,934
42522,Germany,India,705,1688
42523,India,India,3601,485
42524,China,India,5646,352
42525,China,Germany,8186,1613
42526,India,India,9622,3140
42527,Germany,China,67,1554
42528,USA,USA,2352,1012
42529,China,China,4101,569
42530,USA,USA,4578,2629
42531,Germany,USA,7253,2449
42532,China,India,5583,420
42533,China,China,1327,301
42534,India,Germany,5522,4604
42535,India,Germany,4584,2862
42536,China,India,6398,4848
42537,USA,India,9926,4233
42538,Germany,USA,7417,564
42539,India,Germany,3184,3038
42540,USA,China,8465,2111
42541,Germany,India,1158,1281
42542,USA,China,6220,249
42543,India,USA,4320,1087
42544,Germany,USA,9696,2086
42545,Germany,Germany,2336,2483
42546,India,Germany,3062,2271
42547,India,China,9408,1498
42548,Germany,India,5990,131
42549,India,China,6858,3499
42550,Germany,India,8650,1336
42551,USA,China,3063,4523
42552,Germany,Germany,341,615
42553,China,USA,8216,2153
42554,Germany,China,3921,1624
42555,Germany,USA,6976,3176
42556,India,Germany,7695,4216
42557,China,India,8219,4676
42558,Germany,USA,7209,923
42559,China,Germany,1326,2438
42560,China,India,2019,3449
42561,China,USA,9195,345
42562,India,USA,1713,504
42563,China,India,9565,3683
42564,Germany,Germany,5205,1399
42565,USA,China,4587,727
42566,India,India,9182,3072
42567,India,India,1060,2930
42568,USA,China,4215,2319
42569,India,Germany,5532,3031
42570,China,China,7105,530
42571,China,Germany,4529,1014
42572,Germany,Germany,3841,145
42573,China,China,4508,3606
42574,China,Germany,1701,1118
42575,USA,Germany,5427,1639
42576,USA,USA,4254,1794
42577,USA,Germany,9790,1915
42578,China,Germany,8711,3511
42579,Germany,USA,5431,1274
42580,USA,Germany,1970,2738
42581,China,USA,9849,3678
42582,Germany,India,4833,2380
42583,India,China,1503,1824
42584,India,USA,7010,1294
42585,USA,Germany,3480,4826
42586,India,Germany,149,3645
42587,India,China,5509,727
42588,India,China,4316,3939
42589,India,Germany,4034,101
42590,China,USA,3691,3238
42591,Germany,USA,6556,2710
42592,India,Germany,7457,141
42593,USA,USA,8205,3380
42594,China,India,5858,3855
42595,India,India,8908,4516
42596,China,Germany,7233,3850
42597,China,India,1467,2006
42598,Germany,China,6690,2104
42599,USA,USA,685,2347
42600,India,Germany,8173,2323
42601,India,Germany,1818,719
42602,Germany,China,5587,1507
42603,Germany,Germany,2281,4698
42604,Germany,India,5546,1621
42605,USA,China,7374,2374
42606,China,China,7867,3938
42607,China,USA,1967,4691
42608,India,Germany,7944,3689
42609,China,USA,7298,3064
42610,Germany,USA,6523,1741
42611,USA,China,910,3898
42612,USA,Germany,2430,4982
42613,China,Germany,8287,3499
42614,India,China,4155,650
42615,Germany,India,9361,4907
42616,China,China,6366,3397
42617,India,China,7794,2611
42618,USA,Germany,7764,456
42619,Germany,USA,2395,2296
42620,USA,India,9678,3086
42621,USA,India,9389,208
42622,Germany,USA,6384,3019
42623,India,USA,5054,1397
42624,USA,Germany,6744,2031
42625,China,India,2571,1355
42626,USA,USA,9201,3885
42627,Germany,China,8831,2929
42628,China,Germany,9013,1994
42629,India,Germany,3252,2102
42630,Germany,China,2791,4419
42631,Germany,India,5418,4361
42632,China,USA,7784,306
42633,India,Germany,5609,2982
42634,Germany,USA,6126,4527
42635,India,India,4380,1324
42636,China,Germany,4108,4572
42637,China,China,202,1425
42638,USA,China,2026,4156
42639,USA,China,5958,1062
42640,India,USA,6936,3114
42641,Germany,Germany,7013,4680
42642,USA,USA,2529,4703
42643,India,Germany,8444,4968
42644,USA,India,2287,1201
42645,USA,China,5133,4305
42646,China,China,776,2391
42647,India,USA,7818,2188
42648,India,Germany,6637,1996
42649,India,China,1566,3536
42650,India,USA,8426,2809
42651,Germany,India,566,4583
42652,India,China,4957,3781
42653,USA,China,2902,4827
42654,China,India,7070,587
42655,India,China,5554,664
42656,Germany,India,4098,4664
42657,India,USA,7029,2714
42658,China,India,1519,3768
42659,Germany,USA,4277,3245
42660,Germany,Germany,1010,643
42661,USA,USA,6612,3715
42662,India,USA,316,2424
42663,USA,Germany,3501,1428
42664,India,China,8153,2996
42665,USA,India,6724,1065
42666,India,USA,9552,4340
42667,Germany,Germany,8930,514
42668,Germany,USA,2328,1998
42669,USA,USA,842,2301
42670,Germany,China,1452,2285
42671,USA,Germany,1088,4136
42672,USA,China,8260,4613
42673,China,USA,5569,4590
42674,China,USA,6747,3588
42675,Germany,India,5193,1847
42676,China,Germany,9534,1933
42677,USA,India,4551,3527
42678,India,India,8521,241
42679,USA,India,5492,4804
42680,USA,India,579,915
42681,India,India,7092,2539
42682,USA,USA,7731,4324
42683,USA,China,215,2636
42684,USA,India,8575,301
42685,China,China,3231,1692
42686,USA,China,1810,2403
42687,India,USA,3968,1052
42688,China,China,9120,2593
42689,USA,China,1262,1972
42690,Germany,USA,6778,2645
42691,India,India,602,4393
42692,China,USA,3649,3768
42693,China,Germany,1075,2674
42694,USA,China,3330,3310
42695,India,Germany,2665,214
42696,Germany,USA,3847,3569
42697,India,China,4100,3947
42698,China,USA,3230,2426
42699,USA,USA,3879,3873
42700,India,USA,2774,2058
42701,India,Germany,5411,3045
42702,China,China,3717,2301
42703,India,China,5583,4466
42704,USA,China,1939,2433
42705,Germany,USA,6311,2403
42706,China,Germany,1158,4690
42707,USA,China,7390,3032
42708,Germany,India,7539,1258
42709,USA,China,8307,4058
42710,India,China,2963,913
42711,China,India,2261,3067
42712,USA,USA,7817,2551
42713,USA,India,8294,2962
42714,China,China,2906,2147
42715,Germany,China,784,1101
42716,Germany,Germany,5787,3200
42717,USA,Germany,9196,2406
42718,India,USA,7688,682
42719,China,USA,719,4586
42720,USA,China,2411,1882
42721,India,USA,2140,724
42722,China,China,3750,2600
42723,USA,China,2353,568
42724,China,India,2960,2711
42725,India,Germany,315,4013
42726,India,China,4019,3111
42727,China,India,3904,1491
42728,USA,India,504,2794
42729,China,USA,2006,130
42730,Germany,USA,5175,4426
42731,India,China,5338,958
42732,India,Germany,9842,4977
42733,USA,USA,9673,378
42734,India,China,7796,4107
42735,India,India,1208,2507
42736,Germany,India,3284,1837
42737,India,China,8564,3667
42738,India,Germany,188,3211
42739,China,China,2665,993
42740,Germany,India,7829,2567
42741,China,Germany,7298,475
42742,USA,Germany,5719,1091
42743,USA,USA,5116,929
42744,Germany,India,3031,3352
42745,China,Germany,9298,3832
42746,India,USA,310,2907
42747,India,India,9060,2503
42748,Germany,China,4256,4785
42749,Germany,China,2919,4845
42750,India,USA,9773,3364
42751,India,Germany,4916,3455
42752,China,India,8408,2132
42753,India,Germany,4588,302
42754,India,India,868,4149
42755,China,USA,1738,4750
42756,China,China,8107,2536
42757,India,India,2565,1026
42758,Germany,Germany,1000,1632
42759,USA,Germany,5909,3334
42760,China,USA,4606,4921
42761,USA,India,1965,469
42762,India,USA,8558,4301
42763,Germany,India,4060,3364
42764,USA,Germany,699,3383
42765,China,China,3886,469
42766,India,Germany,4011,1322
42767,Germany,USA,6065,573
42768,India,USA,6723,2716
42769,China,China,6644,1553
42770,China,USA,2968,2511
42771,Germany,India,3058,1832
42772,USA,USA,7154,273
42773,Germany,USA,8362,3397
42774,China,Germany,2634,1921
42775,India,Germany,921,2732
42776,USA,Germany,3571,2255
42777,India,India,7333,1025
42778,USA,China,5667,896
42779,Germany,Germany,6071,4508
42780,India,China,5682,1433
42781,USA,India,2505,1337
42782,USA,Germany,9649,3757
42783,India,India,7340,4768
42784,China,India,6000,4114
42785,India,India,2067,161
42786,India,Germany,5152,1131
42787,China,China,9646,2761
42788,Germany,Germany,9535,4452
42789,Germany,India,9940,3586
42790,India,China,5723,1908
42791,USA,Germany,605,218
42792,China,India,9626,4214
42793,India,USA,464,3302
42794,China,USA,2384,3915
42795,USA,India,9089,4426
42796,USA,China,4757,1548
42797,Germany,USA,484,2412
42798,Germany,Germany,115,4469
42799,China,China,8441,813
42800,USA,USA,676,2404
42801,India,China,1670,2954
42802,India,USA,2340,2549
42803,India,Germany,8602,2031
42804,Germany,Germany,2729,3255
42805,India,India,9095,1390
42806,Germany,USA,1725,3956
42807,USA,Germany,847,1987
42808,India,USA,2559,3054
42809,India,India,6995,633
42810,USA,Germany,4187,1557
42811,China,China,1285,3165
42812,USA,China,2234,4000
42813,USA,China,3559,3676
42814,Germany,India,3635,4082
42815,Germany,China,9108,1771
42816,Germany,USA,1137,4537
42817,USA,India,2304,1710
42818,China,China,9692,4522
42819,USA,India,9465,805
42820,Germany,USA,8044,510
42821,China,Germany,2717,4514
42822,USA,China,538,4671
42823,India,China,6853,4661
42824,India,China,3408,4570
42825,USA,USA,8932,895
42826,Germany,China,9837,4483
42827,China,China,989,4728
42828,USA,Germany,2063,1732
42829,USA,Germany,6695,4145
42830,USA,India,9822,1450
42831,India,China,119,728
42832,India,USA,5893,2503
42833,China,India,4236,2646
42834,China,China,7227,1318
42835,India,USA,5685,4667
42836,USA,USA,5989,3559
42837,USA,China,5309,1990
42838,Germany,India,5182,1658
42839,Germany,India,2530,2224
42840,India,USA,4680,1217
42841,India,China,8940,4136
42842,India,Germany,2212,3662
42843,Germany,Germany,769,4387
42844,India,India,9120,2302
42845,China,USA,7316,3390
42846,China,Germany,6585,2822
42847,Germany,Germany,3089,818
42848,India,India,8747,2304
42849,India,India,5611,3999
42850,USA,Germany,1918,2477
42851,China,India,2622,4918
42852,Germany,Germany,4593,2375
42853,Germany,USA,443,3994
42854,USA,India,4770,678
42855,India,USA,1054,4862
42856,India,India,6718,522
42857,Germany,USA,3495,1712
42858,USA,China,363,2096
42859,USA,India,4298,3735
42860,India,India,8363,3683
42861,Germany,USA,9467,4304
42862,India,India,8060,2198
42863,USA,USA,9833,1544
42864,China,Germany,2941,4543
42865,Germany,India,9648,3861
42866,India,USA,145,1785
42867,USA,China,4823,1473
42868,China,USA,4917,2063
42869,India,China,7244,4844
42870,Germany,China,3644,1711
42871,Germany,India,1580,1928
42872,Germany,China,3443,4764
42873,India,India,8122,3008
42874,India,Germany,2655,100
42875,USA,Germany,3638,2813
42876,USA,USA,9673,810
42877,China,China,9837,2899
42878,India,India,676,2463
42879,Germany,Germany,7148,3764
42880,Germany,Germany,8527,1355
42881,Germany,Germany,8578,3623
42882,India,Germany,8489,153
42883,India,Germany,8355,4145
42884,China,USA,7393,1753
42885,Germany,China,2256,2096
42886,India,India,787,4077
42887,China,China,8070,3868
42888,Germany,USA,6159,989
42889,USA,Germany,7902,2510
42890,Germany,Germany,3463,984
42891,India,USA,9161,1044
42892,India,USA,8311,521
42893,India,Germany,6800,3376
42894,USA,China,4263,1788
42895,USA,Germany,5702,2267
42896,India,Germany,1008,2755
42897,China,USA,5624,3841
42898,China,India,1812,1613
42899,India,China,5672,2195
42900,Germany,USA,4324,4727
42901,Germany,Germany,5138,725
42902,China,USA,7770,2363
42903,China,China,3249,4943
42904,Germany,India,1684,3184
42905,USA,USA,8760,1864
42906,China,China,2677,124
42907,India,USA,6452,3837
42908,Germany,Germany,9258,3792
42909,India,Germany,7251,4835
42910,USA,India,448,622
42911,Germany,India,9363,627
42912,Germany,China,7463,283
42913,USA,USA,1683,1117
42914,Germany,India,7407,3751
42915,China,India,3365,4267
42916,China,China,5418,1354
42917,Germany,USA,2241,4704
42918,Germany,India,4739,1795
42919,USA,China,4009,1684
42920,China,China,4672,3773
42921,India,Germany,5954,810
42922,India,Germany,7119,2072
42923,China,China,7080,2074
42924,USA,India,2229,3291
42925,China,India,6873,4668
42926,India,India,273,4465
42927,USA,China,812,1893
42928,India,India,5521,3836
42929,China,Germany,9779,3818
42930,USA,India,2311,1273
42931,China,China,6049,1074
42932,China,Germany,7155,752
42933,China,USA,9443,1193
42934,USA,China,1182,4473
42935,India,Germany,3630,1272
42936,Germany,China,8360,3605
42937,USA,USA,7602,1076
42938,Germany,Germany,4277,4157
42939,China,USA,3734,3287
42940,USA,China,9221,2111
42941,China,USA,2689,1131
42942,China,Germany,3622,2265
42943,India,India,7634,970
42944,India,Germany,1113,2822
42945,Germany,Germany,4911,4081
42946,USA,Germany,3681,4249
42947,Germany,India,3532,2821
42948,India,Germany,4143,3265
42949,Germany,USA,8153,3514
42950,India,China,7252,1526
42951,China,China,241,3490
42952,Germany,India,98,170
42953,India,China,9879,1939
42954,USA,China,6384,3799
42955,USA,USA,7827,2685
42956,India,India,8532,4241
42957,China,China,9538,1659
42958,USA,India,8404,3887
42959,India,India,1134,4093
42960,USA,USA,6652,3439
42961,Germany,India,5373,2288
42962,Germany,Germany,3968,4830
42963,India,India,8243,2198
42964,China,USA,7358,3496
42965,Germany,Germany,7385,1182
42966,China,USA,4745,1204
42967,India,China,9212,2101
42968,Germany,China,3839,695
42969,Germany,USA,7650,2063
42970,USA,China,2125,1288
42971,USA,India,4787,3429
42972,Germany,Germany,3161,3863
42973,USA,Germany,6493,542
42974,Germany,India,120,3976
42975,China,USA,7571,4896
42976,USA,Germany,7601,1850
42977,USA,USA,2055,2839
42978,USA,India,2201,578
42979,USA,India,702,722
42980,Germany,China,8725,2182
42981,India,India,4307,2307
42982,India,Germany,8209,706
42983,Germany,USA,312,318
42984,USA,USA,3630,4611
42985,China,USA,1808,3048
42986,China,India,5469,451
42987,USA,India,2913,204
42988,USA,India,9498,335
42989,USA,Germany,2523,893
42990,Germany,Germany,2563,287
42991,USA,USA,3768,3641
42992,Germany,India,3963,4764
42993,India,Germany,4125,1074
42994,China,India,4582,3180
42995,India,India,1121,1956
42996,Germany,Germany,6016,572
42997,India,China,7553,1874
42998,Germany,China,4318,1930
42999,China,USA,9538,2438
43000,USA,USA,8361,1237
43001,USA,Germany,2289,2721
43002,USA,India,6783,886
43003,Germany,USA,2631,2815
43004,Germany,USA,3626,3483
43005,India,India,5938,3591
43006,India,China,7384,3117
43007,USA,China,3271,2703
43008,India,China,1453,2476
43009,China,India,3675,3765
43010,China,Germany,7222,3546
43011,China,India,8502,1709
43012,India,China,6136,1503
43013,India,Germany,5609,2901
43014,China,India,5236,1972
43015,Germany,China,7129,3151
43016,China,Germany,2646,850
43017,USA,India,4810,4653
43018,USA,China,6161,1816
43019,China,India,770,3061
43020,Germany,USA,8592,1387
43021,India,Germany,1669,4748
43022,China,China,7040,2507
43023,India,India,7689,4687
43024,China,USA,3080,1126
43025,Germany,Germany,2938,2453
43026,India,India,9320,660
43027,China,China,6775,4713
43028,Germany,India,5785,4122
43029,India,India,2120,2746
43030,China,Germany,9307,2131
43031,China,India,5927,2007
43032,USA,India,8807,172
43033,USA,USA,9961,900
43034,Germany,India,5887,4778
43035,India,USA,7735,1459
43036,USA,India,1285,4635
43037,India,India,3673,2546
43038,India,China,2315,4278
43039,USA,China,9198,646
43040,USA,USA,2858,1029
43041,Germany,USA,9066,647
43042,China,Germany,3541,1449
43043,Germany,USA,3565,4864
43044,Germany,Germany,5691,3994
43045,India,India,4128,1646
43046,India,Germany,267,4462
43047,India,China,3765,4295
43048,Germany,China,4707,4427
43049,China,USA,4720,4053
43050,China,Germany,140,4461
43051,China,USA,7173,1955
43052,USA,China,5135,2310
43053,China,India,2672,1364
43054,Germany,China,5691,3878
43055,India,India,9501,4225
43056,USA,China,6621,2507
43057,USA,USA,6123,402
43058,China,USA,3644,340
43059,India,USA,7220,2419
43060,India,India,9002,3987
43061,Germany,USA,8505,2542
43062,India,China,5983,4275
43063,Germany,USA,5823,2520
43064,China,Germany,6457,881
43065,USA,USA,681,641
43066,China,Germany,9607,383
43067,India,Germany,4705,4662
43068,USA,China,7330,1766
43069,India,India,3667,4935
43070,USA,China,9152,1937
43071,China,China,2663,1613
43072,USA,India,2387,2834
43073,China,China,7877,2322
43074,USA,Germany,6631,1173
43075,USA,USA,2354,3334
43076,China,China,5631,3399
43077,Germany,Germany,6468,913
43078,India,USA,4874,1565
43079,India,USA,1046,3737
43080,China,USA,3549,3648
43081,China,Germany,1510,929
43082,China,USA,587,1145
43083,China,USA,8611,2344
43084,USA,Germany,267,2691
43085,Germany,India,6512,3540
43086,India,China,6692,3029
43087,China,China,8615,3635
43088,China,Germany,6552,4887
43089,China,China,9323,2802
43090,China,USA,7377,4946
43091,USA,Germany,126,3002
43092,Germany,India,9142,825
43093,USA,USA,9106,1937
43094,USA,India,6215,4259
43095,China,Germany,3946,4834
43096,Germany,India,7177,3664
43097,USA,USA,9983,3065
43098,USA,India,5691,3713
43099,India,Germany,8545,500
43100,Germany,India,2665,898
43101,China,China,1168,1869
43102,China,China,1341,2929
43103,USA,USA,5524,1298
43104,Germany,India,9877,1419
43105,China,China,1717,1162
43106,China,Germany,3527,1629
43107,China,Germany,3691,2313
43108,India,China,7539,139
43109,China,USA,3255,4101
43110,Germany,Germany,5867,1582
43111,India,Germany,4943,1656
43112,USA,Germany,3895,3176
43113,USA,Germany,8123,2349
43114,USA,India,4129,4454
43115,USA,Germany,6804,132
43116,USA,China,9309,1106
43117,USA,USA,2934,521
43118,USA,China,879,199
43119,Germany,China,5373,2931
43120,USA,India,6301,4519
43121,India,India,9528,2404
43122,China,India,9384,3384
43123,USA,USA,6304,4502
43124,India,USA,4091,4165
43125,India,USA,5916,2590
43126,Germany,India,4593,1235
43127,China,USA,6192,3771
43128,Germany,India,6772,3768
43129,USA,India,9842,395
43130,India,USA,8409,4840
43131,USA,China,1873,784
43132,Germany,China,2992,2171
43133,India,Germany,7502,2263
43134,China,Germany,182,4844
43135,India,China,7609,1586
43136,Germany,India,8109,3916
43137,USA,China,3904,520
43138,China,Germany,372,3136
43139,China,China,1434,658
43140,Germany,Germany,3358,901
43141,China,China,550,4531
43142,China,China,2068,4716
43143,China,China,363,4640
43144,India,USA,8335,1407
43145,USA,China,596,4729
43146,China,USA,5712,4694
43147,India,India,6959,1575
43148,China,Germany,4524,4070
43149,China,India,8500,3404
43150,China,Germany,4140,2766
43151,India,China,3826,856
43152,Germany,USA,7741,2936
43153,India,China,9810,492
43154,China,China,842,3599
43155,India,USA,5858,3931
43156,China,China,577,3678
43157,India,India,7813,4217
43158,China,India,8461,2798
43159,China,India,1960,4346
43160,USA,USA,248,3215
43161,USA,India,9121,3608
43162,USA,Germany,8910,2931
43163,USA,China,8249,1424
43164,India,India,7918,947
43165,India,Germany,1029,2980
43166,China,China,6740,1789
43167,Germany,India,5863,1549
43168,China,China,9269,2807
43169,China,India,1057,3314
43170,China,Germany,3223,1431
43171,China,China,6639,1690
43172,USA,Germany,4570,4789
43173,Germany,USA,9451,4873
43174,India,China,9482,1953
43175,USA,China,6704,1780
43176,China,China,4533,3220
43177,China,China,7425,3652
43178,India,India,4597,2374
43179,China,India,6963,4741
43180,Germany,USA,2024,3724
43181,India,USA,4461,2497
43182,China,India,9351,4990
43183,India,USA,8912,3416
43184,India,China,716,483
43185,India,USA,6692,796
43186,India,China,282,301
43187,USA,Germany,9500,2077
43188,USA,China,8351,3628
43189,China,India,8393,2963
43190,India,China,3815,3230
43191,India,China,6786,1169
43192,China,Germany,7834,150
43193,Germany,India,3475,2544
43194,USA,Germany,7115,2593
43195,China,Germany,7816,3581
43196,China,USA,9837,866
43197,USA,China,8949,4552
43198,USA,China,9851,1086
43199,USA,USA,6302,1260
43200,China,Germany,5190,410
43201,USA,India,9146,788
43202,China,USA,3588,3349
43203,Germany,India,6016,4459
43204,Germany,India,2903,2874
43205,India,China,1424,4564
43206,India,USA,4562,3313
43207,India,USA,4482,3989
43208,USA,Germany,9703,1901
43209,Germany,USA,3306,2313
43210,USA,Germany,1523,704
43211,China,USA,6586,4417
43212,USA,USA,4005,2302
43213,USA,India,5179,3005
43214,China,Germany,3253,1946
43215,India,Germany,3580,2945
43216,China,USA,9745,2962
43217,USA,Germany,6230,2695
43218,USA,India,2529,1322
43219,Germany,USA,3511,109
43220,China,Germany,6077,1107
43221,China,India,5439,1443
43222,Germany,USA,2376,1420
43223,China,China,8277,1934
43224,Germany,China,2372,2385
43225,Germany,Germany,6535,1722
43226,Germany,India,844,2654
43227,China,USA,8750,1273
43228,USA,China,1400,2629
43229,USA,China,4130,1310
43230,India,China,3480,1286
43231,India,Germany,1707,2251
43232,USA,Germany,4964,1962
43233,Germany,Germany,3255,182
43234,USA,Germany,3614,2203
43235,China,Germany,3494,2280
43236,Germany,Germany,7278,3367
43237,USA,India,5923,167
43238,India,India,7755,1048
43239,USA,India,1020,1945
43240,Germany,India,5568,4107
43241,USA,India,2157,399
43242,USA,USA,9087,2984
43243,China,Germany,8116,3697
43244,India,China,8938,4490
43245,China,USA,8877,3377
43246,Germany,China,1250,2490
43247,USA,Germany,7179,4224
43248,China,China,4113,3516
43249,China,USA,9166,257
43250,USA,USA,3855,418
43251,Germany,India,1300,2283
43252,India,USA,3572,4753
43253,China,China,2471,779
43254,USA,USA,3960,271
43255,India,China,5316,1795
43256,India,Germany,663,3543
43257,India,China,9494,2084
43258,Germany,USA,9159,3230
43259,Germany,USA,8813,2668
43260,USA,India,5070,3756
43261,India,Germany,2144,1794
43262,India,Germany,8128,1958
43263,Germany,Germany,2137,157
43264,Germany,Germany,2675,1269
43265,Germany,India,7206,182
43266,USA,USA,1638,879
43267,China,India,6045,3684
43268,China,USA,9703,1026
43269,USA,India,1267,3271
43270,Germany,USA,7284,2382
43271,China,Germany,120,253
43272,Germany,China,2472,4159
43273,USA,USA,1190,4944
43274,India,India,4340,2525
43275,India,China,9763,1381
43276,India,USA,2823,4504
43277,Germany,China,4076,1610
43278,China,India,189,1128
43279,China,India,1295,4107
43280,Germany,China,9805,1622
43281,China,USA,9534,1419
43282,India,USA,4744,3347
43283,China,USA,6437,2225
43284,USA,India,5352,2210
43285,China,Germany,5045,3622
43286,India,Germany,4393,4411
43287,India,USA,4882,766
43288,China,Germany,2496,3743
43289,USA,China,698,3183
43290,India,China,2705,1702
43291,China,Germany,2118,4761
43292,China,USA,8293,3800
43293,Germany,USA,6990,243
43294,Germany,India,4635,1341
43295,Germany,India,8256,2546
43296,India,USA,4704,1316
43297,India,Germany,8326,559
43298,China,USA,6228,4847
43299,India,China,5578,1213
43300,China,Germany,2924,1724
43301,Germany,India,6510,2840
43302,India,India,1568,709
43303,China,India,1291,1786
43304,China,China,8030,4940
43305,USA,India,4673,1162
43306,Germany,China,3058,574
43307,China,India,8043,1190
43308,India,India,7962,4060
43309,Germany,China,248,2827
43310,Germany,China,9091,3903
43311,China,Germany,3604,629
43312,Germany,China,9333,261
43313,Germany,Germany,4377,2241
43314,China,USA,6464,2880
43315,China,India,7336,3597
43316,China,China,2320,983
43317,China,India,5951,4285
43318,China,Germany,1230,1348
43319,India,Germany,7285,2275
43320,China,China,9754,1460
43321,Germany,China,6138,2232
43322,China,Germany,8040,672
43323,Germany,India,8208,2298
43324,India,Germany,6126,1660
43325,USA,Germany,7293,2300
43326,China,USA,5680,1025
43327,China,India,385,4984
43328,USA,Germany,8754,1805
43329,India,China,7437,457
43330,China,Germany,3880,2938
43331,Germany,China,7096,3379
43332,India,India,7604,2436
43333,USA,USA,8672,3413
43334,Germany,Germany,8862,308
43335,USA,Germany,8416,2402
43336,China,USA,7266,2636
